Fairborn                            OH   MW   ENC        3538    4280    4682
Fairfield                           OH   MW   ENC        4391    6272    5000
Hamilton                            OH   MW   ENC        7555    8591    7830
Kent                                OH   MW   ENC        4191    4529    3585
Kettering                           OH   MW   ENC        4225    4558    4054
Lakewood                            OH   MW   ENC        3214    2419    2690
Lancaster                           OH   MW   ENC        5028    1796    4908
Lima                                OH   MW   ENC        7547    9914    6927
Lorain                              OH   MW   ENC        3219    4084    3241
Mansfield                           OH   MW   ENC        7844   10279    6780
Maple Heights                       OH   MW   ENC        2405    4089    2755
Mentor                              OH   MW   ENC        2909    3160    2848
Middletown                          OH   MW   ENC        6330    6289    6400
Sandusky                            OH   MW   ENC        6117    7926    6746
Springfield                         OH   MW   ENC        7753   10770   10122
Stow                                OH   MW   ENC        3337    3104    2105
Strongsville                        OH   MW   ENC        2651    2598    2855
Toledo                              OH   MW   ENC        7255    9503    7410
Upper Arlington                     OH   MW   ENC        3323    3155    2388
Youngstown                          OH   MW   ENC        6809   10419    7496
Bartlesville                        OK   S    WSC        5412    4272    4819
Broken Arrow                        OK   S    WSC        3905    3864    2774
Edmond                              OK   S    WSC        4553    4994    2697
Enid                                OK   S    WSC        7316    7898    6751
Lawton                              OK   S    WSC        6182    6926    5891
Midwest City                        OK   S    WSC        7210    7406    5022
Moore                               OK   S    WSC        6010    5168    3167
Muskogee                            OK   S    WSC        6659    8416    7280
Norman                              OK   S    WSC        5946    5547    3550
Oklahoma City                       OK   S    WSC       11189   11073    9319
Ponca City                          OK   S    WSC        3687    6427    6290
Shawnee                             OK   S    WSC        8943    8412    7336
Stillwater                          OK   S    WSC        3375    4595    3556
Tulsa                               OK   S    WSC        8710    8887    7396
Albany                              OR   W    PACIFIC    6898    8822    6800
Beaverton                           OR   W    PACIFIC    6459    5074    5021
Corvallis                           OR   W    PACIFIC    5476    4805    4424
Eugene                              OR   W    PACIFIC    8417    7815    7889
Gresham                             OR   W    PACIFIC    6504    5875    5831
Hillsboro                           OR   W    PACIFIC    5661    3811    4340
Medford                             OR   W    PACIFIC    8673    7496    6618
Portland                            OR   W    PACIFIC   16937   11182    8134
Salem                               OR   W    PACIFIC    9250    8481    7523
Springfield                         OR   W    PACIFIC    8513    7480    9453
Allentown                           PA   NE   MID_ATL    5397    6274    5523
Altoona                             PA   NE   MID_ATL    3344    3079    4137
Bethel Park borough                 PA   NE   MID_ATL    1558    1145     968
Bethlehem                           PA   NE   MID_ATL    3749    4010    3685
Chester                             PA   NE   MID_ATL    9959   12512    8421
Easton                              PA   NE   MID_ATL    5248    5470    5910
Erie                                PA   NE   MID_ATL    4635    5313    3830
Harrisburg                          PA   NE   MID_ATL    9796    9358    5989
Johnstown                           PA   NE   MID_ATL    3345    5441    3155
McKeesport                          PA   NE   MID_ATL    3674    4055    5777
Monroeville borough                 PA   NE   MID_ATL    4037     691    3381
New Castle                          PA   NE   MID_ATL    4925    4004    4403
Norristown borough                  PA   NE   MID_ATL    6471    6145    6680
Philadelphia                        PA   NE   MID_ATL    5101    6835    7291
Pittsburgh                          PA   NE   MID_ATL    7215    8219    6124
Plum borough                        PA   NE   MID_ATL     991     547    1168
Reading                             PA   NE   MID_ATL    7438    9341    7898
State College borough               PA   NE   MID_ATL    3560    3018    2303
Wilkes-Barre                        PA   NE   MID_ATL    4725    2778    4881
Williamsport                        PA   NE   MID_ATL    5446    6296    5574
Cranston                            RI   NE   NEW_ENG    4334    3465    2843
East Providence                     RI   NE   NEW_ENG    3058    3468    2140
Newport                             RI   NE   NEW_ENG    7931    8803    6542
Pawtucket                           RI   NE   NEW_ENG    4454    5905    4453
Providence                          RI   NE   NEW_ENG    9877   10153    8027
Warwick                             RI   NE   NEW_ENG    4984    5626    3286
Woonsocket                          RI   NE   NEW_ENG    3457    5321    2587
Anderson                            SC   S    S_ATL      7806    8338    7357
Charleston                          SC   S    S_ATL      6789    9231    7802
Florence                            SC   S    S_ATL      9807   11636   12615
Greenville                          SC   S    S_ATL      9854   12088    9211
North Charleston                    SC   S    S_ATL      7952   13093   11566
Spartanburg                         SC   S    S_ATL     10067   13269    9172
Rapid City                          SD   MW   WNC        7380    7627    5644
Sioux Falls                         SD   MW   WNC        4810    5088    3780
Chattanooga                         TN   S    ESC        8110   12665   10788
Clarksville                         TN   S    ESC        4303    7531    3695
Cleveland                           TN   S    ESC        4998    6073    5020
Columbia                            TN   S    ESC        3777    7641    7288
Jackson                             TN   S    ESC        8526   11785   10346
Johnson City                        TN   S    ESC        5125    6489    5367
Kingsport                           TN   S    ESC        6603    7866    6211
Knoxville                           TN   S    ESC        6170    9261    5665
Memphis                             TN   S    ESC        9160   10184    8368
Murfreesboro                        TN   S    ESC        5700    8034    6014
Nashville-Davidson                  TN   S    ESC        6620    8665    8884
Abilene                             TX   S    WSC        5849    5922    4535
Amarillo                            TX   S    WSC        6503    7932    7789
Arlington                           TX   S    WSC        8968    9480    6242
Austin                              TX   S    WSC        9606   11295    7145
Baytown                             TX   S    WSC        5934    8997    4675
Beaumont                            TX   S    WSC        7272   11260    9048
Brownsville                         TX   S    WSC        8408    9817    6184
Bryan                               TX   S    WSC        7239    8436    6883
Carrollton                          TX   S    WSC        6126    6723    3514
College Station                     TX   S    WSC        5254    4222    3997
Corpus Christi                      TX   S    WSC        8066   10443    7136
Dallas                              TX   S    WSC       12982   15066    9616
Del Rio                             TX   S    WSC        4958    7012    5184
Denton                              TX   S    WSC        9065    7799    4225
Duncanville                         TX   S    WSC        6282    6308    4376
El Paso                             TX   S    WSC        7096    9630    5792
Fort Worth                          TX   S    WSC       13867   16973    7488
Galveston                           TX   S    WSC        9910   12927    8708
Garland                             TX   S    WSC        5614    6549    4511
Grand Prairie                       TX   S    WSC        8791    9208    5826
Harlingen                           TX   S    WSC        7656    9069    6493
Houston                             TX   S    WSC        8928   10824    7271
Hurst                               TX   S    WSC        7945    8440    5304
Irving                              TX   S    WSC        9783    8542    5095
Killeen                             TX   S    WSC        7637    7719    6119
Kingsville                          TX   S    WSC        5246    6426    6002
Laredo                              TX   S    WSC        7170    9419    7454
Longview                            TX   S    WSC        6948   10160    6244
Lubbock                             TX   S    WSC        9617    6542    6634
Lufkin                              TX   S    WSC        6212    8768    7121
McAllen                             TX   S    WSC        7098   10700    7296
Mesquite                            TX   S    WSC        8905    8052    5291
Midland                             TX   S    WSC        4975    7196    3613
Nacogdoches                         TX   S    WSC        4359    5579    5635
North Richland Hills                TX   S    WSC        7041    6823    4053
Odessa                              TX   S    WSC        8522   13972    5148
Pasadena                            TX   S    WSC        5569    9261    4660
Plano                               TX   S    WSC        6141    5776    3546
Port Arthur                         TX   S    WSC        4524    8209    4248
Richardson                          TX   S    WSC        5328    6498    4176
San Angelo                          TX   S    WSC        6381    6589    4932
San Antonio                         TX   S    WSC        9687   12291    6793
Sherman                             TX   S    WSC        7940    8905    6486
Temple                              TX   S    WSC        6014    7927    6352
Texarkana                           TX   S    WSC        8674   11061    7042
Texas City                          TX   S    WSC        7157   10433    9691
Victoria                            TX   S    WSC        6704    9922    5377
Wichita Falls                       TX   S    WSC        8406   10136    5472
Bountiful                           UT   W    MTN        3488    3298    2739
Ogden                               UT   W    MTN        9071    8556    7990
Orem                                UT   W    MTN        3913    4450    4817
Provo                               UT   W    MTN        3662    3710    3216
Salt Lake City                      UT   W    MTN       11593   12680   10320
Sandy City                          UT   W    MTN        4162    4383    3197
West Jordan                         UT   W    MTN        5366    5458    4105
Burlington                          VT   NE   NEW_ENG   10217    8772    5141
Alexandria                          VA   S    S_ATL      7079    7525    4746
Blacksburg town                     VA   S    S_ATL      4036    2971    2340
Charlottesville                     VA   S    S_ATL      7562    6483    6057
Danville                            VA   S    S_ATL      3111    4757    5111
Hampton                             VA   S    S_ATL      5560    6089    4233
Lynchburg                           VA   S    S_ATL      4725    5413    4197
Newport News                        VA   S    S_ATL      4664    6803    5666
Portsmouth                          VA   S    S_ATL      5720    9892    6912
Richmond                            VA   S    S_ATL      7931   11611    7920
Roanoke                             VA   S    S_ATL      7973    8942    4963
Suffolk                             VA   S    S_ATL      4472    6400    4816
Virginia Beach                      VA   S    S_ATL      5083    5863    3676
Auburn                              WA   W    PACIFIC    8373    7544   10210
Bellevue                            WA   W    PACIFIC    7318    5578    4419
Bellingham                          WA   W    PACIFIC    8255    8044    7048
Bremerton                           WA   W    PACIFIC    6437    6749    6681
Edmonds                             WA   W    PACIFIC    4141    3511    3528
Everett                             WA   W    PACIFIC   10731    7484    6521
Kennewick                           WA   W    PACIFIC    7194    8549    6199
Longview                            WA   W    PACIFIC    7751    5065    9012
Olympia                             WA   W    PACIFIC    7951    7463    6484
Renton                              WA   W    PACIFIC   10465    9953    7388
Richland                            WA   W    PACIFIC    3474    3851    3024
Seattle                             WA   W    PACIFIC   12743   12248    9165
Spokane                             WA   W    PACIFIC    8457    8877    8042
Tacoma                              WA   W    PACIFIC   12994   11287    9549
Vancouver                           WA   W    PACIFIC    7956    6493    9043
Walla Walla                         WA   W    PACIFIC    8047    9501    6844
Yakima                              WA   W    PACIFIC   12115   12952    9954
Charleston                          WV   S    S_ATL     10190   11860    9048
Parkersburg                         WV   S    S_ATL      5404    3617    3751
Appleton                            WI   MW   ENC        3792    4293    2647
Beloit                              WI   MW   ENC        9060    7402    4836
Brookfield                          WI   MW   ENC        4003    4276    3081
Eau Claire                          WI   MW   ENC        4939    5256    4092
Fond du Lac                         WI   MW   ENC        4872    6189    4060
Green Bay                           WI   MW   ENC        5407    5099    4342
Greenfield                          WI   MW   ENC        5084    4797    3844
Janesville                          WI   MW   ENC        5615    6726    5517
Kenosha                             WI   MW   ENC        6904    5582    3486
La Crosse                           WI   MW   ENC        6471    6490    4200
Madison                             WI   MW   ENC        7225    6650    3746
Manitowoc                           WI   MW   ENC        4582    5510    4251
Menomonee Falls village             WI   MW   ENC        3411    4079    1889
Milwaukee                           WI   MW   ENC        7066    9044    7929
New Berlin                          WI   MW   ENC        2226    2110    1547
Oshkosh                             WI   MW   ENC        6315    6102    3692
Racine                              WI   MW   ENC        8572    9453    6378
Sheboygan                           WI   MW   ENC        6013    6417    4310
Waukesha                            WI   MW   ENC        2212    4052    2316
Wausau                              WI   MW   ENC        5529    5219    3872
Wauwatosa                           WI   MW   ENC        4508    4736    4784
West Allis                          WI   MW   ENC        4256    5370    4510
Casper                              WY   W    MTN        5158    7050    4507
Cheyenne                            WY   W    MTN        5770    6308    4271
